airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
Your Data Safe,1.61E-05,0,1.33E-07,6.55E-05,8.47E-06,0.000130428,4.58E-05,-0.226223409,FALSE
Pigzbe,2.17E-06,0,1.28E-06,0.000498797,1.04E-05,0.000804304,0.00053127,-0.00217692,FALSE
Balehu Protocol,9.60E-09,0,0,5.67E-05,2.47E-08,4.35E-05,6.45E-05,-0.000157022,FALSE
Storiqa,1.62E-07,0,3.85E-08,0.000143367,3.95E-07,0.000195642,0.000173535,-0.000854604,FALSE
Centaure,4.53E-08,0,0,6.29E-05,9.45E-08,4.35E-05,7.59E-05,-0.000667999,FALSE
Loopring,0.002024455,0,0.001305787,0.006010391,0.00295667,0.006336612,0.00618522,-0.155337551,FALSE
AI Crypto,3.11E-06,0,2.52E-06,8.49E-05,1.08E-06,0.00010869,8.41E-05,-0.01245694,FALSE
SPIN Protocol,1.09E-08,0,3.12E-09,1.46E-05,1.23E-08,2.17E-05,1.58E-05,-0.000540816,FALSE
Social Media Pay,3.14E-05,0,6.02E-05,0.000636937,2.13E-05,0.001097766,0.000482554,0.022570782,TRUE
ABBC foundation,4.00E-08,0,0,3.14E-05,2.05E-08,5.43E-05,1.94E-06,-0.001184536,FALSE
REDi,0.026320821,0,0.037835185,0.057754043,0.021946415,0.032769958,0.064639908,0.051287225,TRUE
LogisticsX,1.93E-09,0,0,1.51E-05,1.07E-07,3.26E-05,1.02E-05,-0.000118203,FALSE
FasTrader,4.78E-08,0,0,3.17E-05,2.22E-07,3.26E-05,3.61E-05,-0.001396935,FALSE
TokenBacon,1.27E-09,0,2.05E-09,0.000180702,8.22E-09,2.17E-05,0.000225887,1.69E-06,FALSE
SUAPP,9.82E-05,0,2.21E-07,8.46E-05,9.86E-05,0.000326069,4.63E-05,-1.075852516,FALSE
DISTRICTS,0.000401021,0,0.000279695,0.000314922,0.00026727,9.78E-05,0.000382941,-0.538913238,FALSE
ECTA,0.001531258,0,0.001130349,0.007877893,0.001629988,0.003554155,0.009334059,-0.076529583,FALSE
Silent Notary,5.54E-07,0,1.56E-07,0.000109952,5.14E-07,0.000228248,5.21E-05,-0.003642623,FALSE
Centive,0.002490914,0,0.002382625,0.015122023,0.002521447,0.004760611,0.018269181,-0.038816235,FALSE
PingPaid,2.74E-07,0,0,7.08E-05,2.59E-07,5.43E-05,8.26E-05,-0.00360076,FALSE
Becent,2.03E-05,0,2.65E-05,0.000251265,3.37E-05,0.000249986,0.000292295,0.001334392,FALSE
XTribe,7.43E-06,0,4.68E-06,0.00022121,2.93E-06,0.000282593,0.000232673,-0.015874045,FALSE
INLOCK,6.98E-05,0,8.95E-07,0.000318095,7.28E-05,0.000358676,0.000351675,-0.20153373,FALSE
Krypti,0.000162485,0,0.000107359,0.000934311,0.000183389,0.001141242,0.000984012,-0.078223003,FALSE
ASOBI COIN,2.11E-09,0,0,1.96E-05,1.23E-08,3.26E-05,1.99E-05,-9.98E-05,FALSE
Borneo,1.21E-06,0,4.64E-08,3.75E-05,6.66E-07,7.61E-05,1.38E-05,-0.02904482,FALSE
Nerves Foundation,0,0,0,0,0,0,0,0,FALSE
Tatau,1.73E-08,0,0,1.21E-05,7.40E-08,2.17E-05,1.09E-05,-0.001326193,FALSE
Aenco,3.21E-06,0,1.45E-07,0.000310255,7.83E-06,0.000456497,0.000276784,-0.009263669,FALSE
CyberVein,3.72E-06,0,1.97E-07,0.000364017,6.73E-06,0.000228248,0.000410813,-0.009096795,FALSE
Karatcoin,4.02E-07,0,3.08E-08,5.99E-05,8.18E-07,7.61E-05,7.20E-05,-0.005851227,FALSE
ArtPro,1.63E-07,0,1.83E-08,3.62E-05,9.86E-08,4.35E-05,3.25E-05,-0.003801831,FALSE
Penchant,2.85E-05,0,5.82E-05,0.000427487,4.29E-05,0.000684745,0.000309019,0.036650585,TRUE
Parkade,0.000310868,0,0.001931849,0.000619949,0.000705509,0.001141242,0.00067766,1.790590441,TRUE
NonZero,0.005401372,0,0.004582586,0.000853667,0.000913716,0.001141242,0.000527149,-1.986258564,FALSE
Cardonio,4.28E-08,0,1.65E-08,5.45E-05,8.63E-08,5.43E-05,4.07E-05,-0.000510149,FALSE
Sansox,0,0,0,0,0,0,0,0,FALSE
Swachhcoin,1.66E-06,0,1.13E-06,0.000271053,3.17E-06,0.000413021,0.000265635,-0.002676721,FALSE
Shopin,5.51E-06,0,1.24E-06,0.000399672,1.40E-05,0.000804304,0.00035628,-0.010550774,FALSE
Blockkonnect,5.18E-08,0,0,5.79E-06,4.11E-08,2.17E-05,5.09E-06,-0.008307058,FALSE
dClinic,3.17E-07,0,2.23E-08,0.000236518,5.22E-07,0.000184773,0.000238247,-0.001176993,FALSE
X-Cash,3.85E-06,0,5.52E-07,0.001437215,7.11E-06,0.001434705,0.001542912,-0.002208111,FALSE
Vibeo,4.03E-09,0,1.15E-06,9.15E-06,4.15E-07,2.17E-05,8.24E-06,0.091005192,TRUE
Masternode Invest,5.81E-07,0,5.20E-08,5.19E-05,4.93E-07,0.00010869,5.65E-05,-0.009671148,FALSE
Topex,2.36E-06,0,1.98E-06,0.000396685,2.68E-06,0.000521711,0.000416872,-0.001910411,FALSE
Berminal,3.91E-08,0,3.21E-09,1.12E-05,2.88E-08,2.17E-05,5.33E-06,-0.003030565,FALSE
Expanse,0.000314971,0,0.000123994,0.000342176,0.000192212,0.000152166,0.000413964,-0.592010681,FALSE
Osmium Investment Coin,4.27E-08,0,3.64E-09,5.60E-05,2.22E-07,0.00010869,5.82E-05,-0.000660949,FALSE
AURA,0.001140453,0,0.001797299,0.00407662,0.000946675,0.003380251,0.004291602,0.059531463,TRUE
WMpro,5.83E-09,0,0,2.54E-05,2.47E-08,1.09E-05,3.15E-05,-0.000212999,FALSE
Securix,1.23E-06,0,1.91E-07,0.000481436,3.02E-06,0.000858649,0.000491279,-0.002091124,FALSE
UDAP,2.13E-07,0,5.73E-09,5.86E-05,6.70E-07,4.35E-05,6.96E-05,-0.003298132,FALSE
Olife,1.77E-05,0,6.40E-05,0.000239505,0.000116325,0.000130428,0.000264423,0.124817304,TRUE
Curaizon,1.90E-08,0,2.41E-09,2.65E-05,4.93E-08,5.43E-05,2.84E-05,-0.000599504,FALSE
ODIN,0.001423465,0,0.001819768,0.005338733,0.001673217,0.003630237,0.006060643,-0.000697382,FALSE
Contents Protocol,8.46E-08,0,0,1.40E-05,6.58E-08,4.35E-05,1.19E-05,-0.005609973,FALSE
Beverage Cash,0,0,0,0,0,0,0,0,FALSE
XMax,1.44E-05,0,1.60E-06,0.000397806,2.72E-05,0.000782566,0.000377851,-0.030609552,FALSE
Scienceroot,3.77E-09,0,2.24E-10,3.06E-05,1.23E-08,1.09E-05,3.83E-05,-0.00010912,FALSE
Spheroid Universe,5.01E-06,0,5.66E-07,0.000249772,6.90E-06,0.000347807,0.000211829,-0.016994039,FALSE
X-Block,8.82E-05,0,0,0.00034199,8.39E-05,0.000445628,0.000269997,-0.239454345,FALSE
Buying,0.011491641,0,0.011564595,0.035428025,0.013957013,0.024629096,0.038813708,-0.064736541,FALSE
One Game,0.000367792,0,0.000311989,0.001161308,0.000308378,0.000249986,0.001452266,-0.099450853,FALSE
WOM Token,1.34E-07,0,2.44E-09,3.79E-05,2.30E-07,4.35E-05,3.85E-05,-0.003226722,FALSE
Caspian,2.83E-08,0,1.43E-08,3.55E-05,8.22E-08,4.35E-05,3.90E-05,-0.000447915,FALSE
iLink2Music,2.70E-09,0,0,7.65E-06,4.11E-09,1.09E-05,8.00E-06,-0.000327249,FALSE
Natmin Pure Escrow,4.12E-07,0,0,5.26E-05,3.62E-07,0.000119559,4.19E-05,-0.007264123,FALSE
Kineticex,0,0,0,0,0,0,0,0,FALSE
Zwoop,0.001689329,0,0.000588135,0.001102692,0.001651547,0.001097766,0.001113436,-1.03578652,FALSE
INDX Capital,1.62E-07,0,0,1.44E-05,1.11E-07,3.26E-05,7.76E-06,-0.010454944,FALSE
PayX,0,0,0,0,0,0,0,0,FALSE
Skynet,5.97E-05,0,1.03E-05,0.000502344,4.05E-05,0.000543449,0.00047092,-0.095431392,FALSE
LoveBlock,7.88E-08,0,7.49E-08,0.000222891,4.93E-08,0.000130428,0.000274845,-8.50E-05,FALSE
TTC PROTOCOL,1.67E-06,0,5.84E-08,0.000377458,2.46E-06,0.000728221,0.000321864,-0.004005868,FALSE
Bithereum,6.67E-05,0,1.92E-06,0.000208703,4.01E-05,0.000282593,0.000115125,-0.289989546,FALSE
MOAC,6.27E-06,0,1.10E-06,0.000309695,1.39E-05,0.000684745,0.000324288,-0.016236735,FALSE
Bitfam,1.15E-07,0,2.41E-08,0.00013478,1.15E-07,0.000152166,9.14E-05,-0.000662221,FALSE
Republia,0,0,0,1.31E-06,0,1.09E-05,2.42E-07,0,FALSE
FUNKEYpay,0,0,0,0,0,0,0,0,FALSE
Papusha,3.70E-05,0,2.76E-06,0.000129739,1.26E-05,0.000217379,0.000116821,-0.249467297,FALSE
iTrue,1.41E-06,0,1.15E-06,0.00027516,1.66E-06,0.000271724,0.000288902,-0.00171135,FALSE
Beam,0.00014833,0,0.000260215,0.00099498,0.000336224,0.000445628,0.001181542,0.05097205,TRUE
KiMex,6.41E-07,0,5.86E-08,6.63E-05,5.51E-07,0.000119559,6.64E-05,-0.008337572,FALSE
Twogap,1.23E-09,0,7.80E-10,1.21E-05,4.11E-09,1.09E-05,1.38E-05,-4.79E-05,FALSE
LATTICE80,1.76E-05,0,7.70E-06,0.000318468,9.79E-05,0.000565187,0.000287448,-0.033865297,FALSE
Florafic,0,0,0,0,0,0,0,0,FALSE
BitMart,0.001662635,0,0.002906525,0.001328196,0.002519022,0.002086843,0.000999524,0.422433815,TRUE
Efforce,1.62E-06,0,8.39E-08,0.000238385,9.86E-07,0.000369545,0.000206012,-0.006043541,FALSE
Spiking,4.39E-05,0,4.06E-05,0.000477143,9.66E-05,0.000608663,0.000535632,-0.023855605,FALSE
Bidooh,3.87E-07,0,5.51E-08,0.00028916,7.15E-07,0.000282593,0.000293022,-0.001105688,FALSE
imusify,4.58E-05,0,1.30E-07,0.000162221,5.41E-05,0.000402152,0.000165052,-0.261729558,FALSE
ICOVO,4.33E-07,0,1.12E-07,3.90E-05,1.19E-06,7.61E-05,3.68E-05,-0.008213951,FALSE
Cloudbric,1.11E-06,0,3.79E-07,0.000306708,4.36E-06,0.000195642,0.000373246,-0.002469994,FALSE
Tachain,7.32E-06,0,2.59E-06,0.000514478,4.09E-06,0.000608663,0.000605192,-0.009559399,FALSE
WorkChain,0,0,0,0,0,0,0,0,FALSE
BrokerNekoNetwork,0,0,0,0,0,0,0,0,FALSE
SUBAJ,1.18E-06,0,0,1.90E-05,8.18E-07,0.00010869,1.33E-05,-0.05771379,FALSE
Scanetchain,8.94E-07,0,8.75E-08,0.00013478,1.48E-06,0.00010869,8.05E-05,-0.005684623,FALSE
Payperblock,9.68E-09,0,2.44E-09,5.79E-06,1.23E-08,1.09E-05,6.30E-06,-0.001247276,FALSE
Greenlink,0.00015941,0,7.22E-05,0.0012567,0.000182251,0.000880387,0.001282851,-0.07616821,FALSE
55 Exchange,0,0,0,7.65E-06,9.04E-08,2.17E-05,6.06E-06,0,FALSE
Finnoq,3.29E-07,0,1.59E-07,4.97E-05,8.47E-07,7.61E-05,5.24E-05,-0.003830307,FALSE
Platio,2.19E-05,0,6.08E-05,0.000824172,0.000137576,0.001326015,0.00084659,0.028799398,TRUE
DX.Exchange,3.39E-05,0,1.69E-05,0.001154401,0.000170777,0.002380305,0.000931176,-0.016654188,FALSE
BCoin,0.000137686,0,0.000403113,0.000668112,0.000289523,0.000217379,0.000816294,0.245543545,TRUE
Skrumble Network,1.72E-08,0,0,5.62E-05,3.70E-08,5.43E-05,6.23E-05,-0.000283765,FALSE
EtherInc,9.97E-09,0,3.78E-09,9.71E-06,1.23E-08,1.09E-05,5.57E-06,-0.000671824,FALSE
MyOS,1.35E-08,0,7.06E-10,6.35E-05,1.64E-08,2.17E-05,7.76E-05,-0.000189996,FALSE
EurekaPro,0,0,0,0,0,0,0,0,FALSE
Avatara,6.52E-05,0,1.65E-05,0.000264146,0.000131716,0.000695614,0.000197045,-0.183852048,FALSE
ODYSSEY,0.000141159,0,0.000141266,0.000515224,0.000179937,0.000260855,0.000620461,-0.055788398,FALSE
Rate3,1.72E-07,0,3.76E-09,1.83E-05,1.48E-07,6.52E-05,1.79E-05,-0.008600617,FALSE
Bouncy Coin,1.32E-05,0,7.32E-06,0.000205903,2.17E-05,0.000402152,0.000216192,-0.033857804,FALSE
AgentMile,4.56E-08,0,1.96E-08,4.80E-05,4.52E-08,4.35E-05,5.19E-05,-0.000585945,FALSE
Hirefreehands,0.000265194,0,6.01E-10,0.000296814,0.000233883,0.000478235,0.000159963,-0.829269835,FALSE
Denarii Cash,3.79E-09,0,2.48E-09,3.77E-05,1.23E-08,3.26E-05,3.30E-05,-4.57E-05,FALSE
WebDollar,4.56E-08,0,7.21E-08,0.000258546,2.79E-07,0.000380414,0.00028357,3.85E-05,FALSE
WeBuy,1.99E-05,0,1.08E-05,0.000800465,6.37E-06,0.000641269,0.000940386,-0.013342848,FALSE
MECA Coin,2.29E-07,0,3.50E-08,6.23E-05,9.82E-07,9.78E-05,6.33E-05,-0.003009688,FALSE
ABELE GROUP,0,0,0,0,0,0,0,0,FALSE
AGATE,0.00072112,0,0.001267317,0.001767257,0.000800724,0.000358676,0.002161918,0.140442607,TRUE
Kronos Token,2.06E-06,0,3.85E-09,1.31E-05,2.35E-06,0.00010869,1.02E-05,-0.146445539,FALSE
Wandx,4.60E-07,0,2.04E-07,0.000381565,2.66E-06,0.000489104,0.000412267,-0.000733113,FALSE
Envoy,2.80E-06,0,2.27E-06,0.000242118,3.15E-06,0.000260855,0.000262484,-0.00397423,FALSE
iRide,2.92E-06,0,1.37E-06,2.13E-05,2.60E-06,5.43E-05,2.18E-05,-0.080883934,FALSE
Synthetics AI,4.11E-09,0,0,5.82E-05,2.88E-08,6.52E-05,5.96E-05,-6.54E-05,FALSE
Symphony,5.47E-07,0,4.04E-08,2.61E-05,4.11E-07,3.26E-05,2.54E-05,-0.018318263,FALSE
Margin,0.007816865,0,0.007943866,0.012654173,0.012683525,0.011292865,0.012206357,-0.118859007,FALSE
GSC Aviation,1.17E-07,0,0,3.38E-05,1.40E-07,2.17E-05,3.66E-05,-0.003201037,FALSE
Share Internet Data,2.44E-08,0,0,8.40E-06,2.88E-08,2.17E-05,4.60E-06,-0.0026907,FALSE
MetaHash,2.16E-08,0,0,2.13E-05,1.64E-08,6.52E-05,1.50E-05,-0.000942339,FALSE
HyperQuant,2.40E-07,0,1.29E-07,4.31E-05,5.92E-07,8.70E-05,3.97E-05,-0.003014222,FALSE
Kheper,4.55E-05,0,2.86E-05,0.000331909,2.11E-05,0.000402152,0.000354341,-0.064932361,FALSE
Opporty,1.84E-07,0,0,2.87E-05,1.07E-07,6.52E-05,1.50E-05,-0.005952322,FALSE
Blackbox Foundation,0,0,0,1.01E-05,0,2.17E-05,5.33E-06,0,FALSE
MedChain,1.66E-06,0,0,9.71E-06,2.06E-06,6.52E-05,3.88E-06,-0.159045285,FALSE
VIDDO,0.000571899,0,0.000194601,0.001730669,0.000145737,0.001336884,0.002062305,-0.225300843,FALSE
GreenHashes,3.73E-07,0,1.31E-06,0.000198249,5.59E-07,0.000130428,0.000218373,0.003044668,FALSE
Pearl Pay,0.000106014,0,4.59E-05,0.000294574,2.86E-05,0.000576056,0.000241883,-0.221207621,FALSE
High Performance Blockchain,1.26E-05,0,3.91E-06,0.000574401,3.49E-05,0.000858649,0.000527149,-0.015355073,FALSE
Conference Coin,1.72E-08,0,1.79E-08,6.85E-05,7.40E-08,0.000130428,6.18E-05,-4.38E-05,FALSE
YondoCoin,1.51E-08,0,0,5.60E-06,8.22E-09,2.17E-05,2.42E-06,-0.002502075,FALSE
Kvantor,7.07E-08,0,2.77E-09,7.45E-05,1.68E-07,0.000195642,6.47E-05,-0.000854395,FALSE
Jupiter Chain,2.06E-10,0,0,1.68E-05,4.11E-09,1.09E-05,2.04E-05,-1.14E-05,FALSE
ZeroState,9.37E-09,0,0,2.43E-06,4.11E-09,1.09E-05,2.42E-07,-0.003582327,FALSE
MapCoin,4.01E-08,0,4.02E-08,7.80E-05,2.96E-07,0.000163035,7.00E-05,-0.000104087,FALSE
EyeGlob.Net,1.97E-06,0,5.84E-08,0.000388098,1.82E-06,0.000728221,0.000384395,-0.004596023,FALSE
Crypviser,0,0,0,4.59E-05,8.22E-09,0.000119559,4.82E-05,0,FALSE
MARAChain,5.38E-07,0,1.46E-07,0.000133846,1.31E-06,0.000184773,6.03E-05,-0.002938224,FALSE
NextPakk,4.58E-05,0,8.59E-08,0.000136086,3.35E-05,0.000565187,0.000107611,-0.312110993,FALSE
Distributed Blocks,4.06E-08,0,1.30E-07,5.95E-05,2.01E-07,7.61E-05,6.20E-05,0.00094837,FALSE
Fieldcoin,2.96E-09,0,2.08E-09,7.28E-06,8.22E-09,2.17E-05,5.09E-06,-0.000170734,FALSE
VEIAG,2.29E-08,0,6.68E-08,8.25E-05,3.29E-08,9.78E-05,8.63E-05,0.000328303,FALSE
LockTrip,3.61E-07,0,3.47E-07,0.000193583,5.67E-07,0.000282593,0.000207709,-0.000433784,FALSE
ZINC,5.08E-05,0,1.90E-05,0.000165395,5.52E-05,0.000152166,0.000173293,-0.202076999,FALSE
Spl.yt,3.42E-08,0,1.67E-09,6.23E-05,9.04E-08,9.78E-05,6.64E-05,-0.000490292,FALSE
SilkChain,3.71E-07,0,0,4.29E-05,4.32E-07,0.000249986,2.69E-05,-0.008023905,FALSE
unitalent,1.83E-08,0,0,1.31E-06,8.22E-09,1.09E-05,4.85E-07,-0.012998928,FALSE
CareerChain,0,0,0,0,0,0,0,0,FALSE
CraftR,1.41E-05,0,1.20E-05,9.61E-05,1.98E-05,0.000141297,9.96E-05,-0.046114668,FALSE
Thingschain,0,0,0,0,0,0,0,0,FALSE
Hashgard,1.52E-06,0,1.31E-07,5.41E-05,1.35E-06,3.26E-05,4.92E-05,-0.02432265,FALSE
Daviescoin,0,0,0,0,0,0,0,0,FALSE
Contractium,7.40E-07,0,0,7.80E-05,1.28E-06,0.000173904,7.78E-05,-0.008800664,FALSE
MOBU,0.002016481,0,0.000687353,0.000806065,0.001746063,0.001076028,0.000844409,-1.704537629,FALSE
Philanthor,4.28E-08,0,3.57E-09,7.50E-05,1.15E-07,2.17E-05,9.45E-05,-0.000495461,FALSE
Medipedia,1.26E-09,0,2.02E-09,2.33E-05,1.23E-08,3.26E-05,2.40E-05,1.27E-05,FALSE
TLPAC,1.64E-08,0,0,0.00013702,4.11E-08,0.000163035,0.000141785,-0.000110944,FALSE
Sports Ledger,0,0,0,0,0,0,0,0,FALSE
Real Estate Doc,1.07E-06,0,3.35E-06,0.000165208,1.64E-06,0.000130428,0.00017814,0.008676052,FALSE
CAREONchain,8.64E-08,0,3.50E-09,3.19E-05,1.64E-07,4.35E-05,3.66E-05,-0.002433543,FALSE
Project H,0.000293566,0,4.41E-05,0.002309736,0.000186278,0.002369436,0.002413496,-0.10412947,FALSE
DREAM & INDORSE,0,0,0,0,0,0,0,0,FALSE
BuratinoBS,0,0,0,0,0,0,0,0,FALSE
OpenBrix,7.86E-09,0,2.35E-09,6.03E-05,2.47E-08,3.26E-05,7.10E-05,-9.28E-05,FALSE
VU Token,6.68E-07,0,3.04E-08,0.000128059,1.18E-06,0.000163035,0.000124819,-0.004672341,FALSE
BolieCoin,5.62E-08,0,0,1.49E-05,5.75E-08,5.43E-05,9.69E-06,-0.003490556,FALSE
CampusCoin,2.09E-08,0,9.71E-10,9.18E-05,8.63E-08,9.78E-05,0.000101067,-0.00020331,FALSE
RIPAEX,3.76E-07,0,6.35E-08,6.18E-05,7.64E-07,0.000130428,4.24E-05,-0.004897552,FALSE
BlockVest,1.75E-06,0,7.89E-07,0.000300361,2.72E-06,0.000184773,0.000336406,-0.003518171,FALSE
NeoPlace,1.76E-06,0,1.54E-07,4.11E-05,4.27E-07,0.000130428,2.96E-05,-0.037050254,FALSE
INTRO,0.006111111,0,0.005098814,0.033108022,0.006703951,0.026944188,0.035181103,-0.05982271,FALSE
GStar Ecosystem,6.91E-07,0,0,6.22E-05,6.45E-07,0.00010869,5.87E-05,-0.01032244,FALSE
Everipedia,9.93E-07,0,6.89E-07,0.000116859,2.22E-06,9.78E-05,0.000129909,-0.00362124,FALSE
ZeroBank,0,0,0,1.72E-05,8.22E-09,2.17E-05,1.94E-05,0,FALSE
Vidy,1.19E-08,0,2.64E-09,5.77E-05,4.93E-08,6.52E-05,5.77E-05,-0.000157767,FALSE
Attrace,4.09E-06,0,4.12E-06,0.000158301,7.13E-06,0.00010869,9.89E-05,-0.005154568,FALSE
SVPER,6.96E-07,0,4.01E-08,0.000188916,2.30E-07,0.000608663,0.000124819,-0.00326417,FALSE
RockerCoin,0,0,0,0,0,0,0,0,FALSE
Rays Network,0,0,0,0,0,0,0,0,FALSE
Tokenize,0.001520134,0,0.000464817,0.002980088,0.001452015,0.002630292,0.002755961,-0.360524388,FALSE
Dream Real,0.000646732,0,6.95E-08,7.73E-05,0.00016578,0.000217379,8.19E-05,-7.766357847,FALSE
Asian Develop Coin,3.97E-09,0,0,3.36E-06,8.22E-09,1.09E-05,3.39E-06,-0.001096942,FALSE
AIRSTAYZ,0,0,0,3.73E-07,4.11E-09,1.09E-05,2.42E-07,0,FALSE
YINC,0,0,2.48E-06,2.63E-05,6.72E-06,4.35E-05,2.40E-05,0.068143398,TRUE
BLOXIA,7.41E-07,0,2.28E-07,8.81E-05,7.11E-07,0.000326069,5.50E-05,-0.005931113,FALSE
Color,0.007952828,0,0.009950041,0.008449307,0.006457118,0.007499592,0.009147193,-0.021047763,FALSE
Watermelonblock,3.43E-07,0,1.79E-07,0.000176782,4.60E-07,0.000293462,0.000128455,-0.001064603,FALSE
Hurtle Coin,0,0,6.60E-10,1.72E-05,8.22E-09,2.17E-05,1.99E-05,2.78E-05,FALSE
BIGBANG,0.002578948,0,0.001520009,0.001374865,0.002116211,0.001891202,0.001499043,-0.940601711,FALSE
Starflow,0.000295354,0,5.42E-05,0.000321829,0.000290776,0.000891256,0.000257152,-0.729946817,FALSE
MYTC,4.70E-08,0,0,1.14E-05,9.04E-08,4.35E-05,8.24E-06,-0.003834132,FALSE
Aniko,0.000218095,0,0.000215908,0.001022608,0.000133618,0.001554263,0.00122129,-0.045093518,FALSE
W Green Pay,1.53E-06,0,1.58E-06,0.000164274,3.33E-06,0.000184773,0.000167718,-0.001675285,FALSE
GUARIUM,1.28E-08,0,5.77E-09,2.63E-05,1.64E-08,5.43E-05,2.54E-05,-0.000292454,FALSE
Prime Shipping Foundation,0,0,0,0,0,0,0,0,FALSE
Propy,1.84E-06,0,1.31E-06,0.000527358,7.48E-07,0.000673876,0.000607131,-0.00144871,FALSE
Easy Trading Platform,0,0,0,0,0,0,0,0,FALSE
DNeT,6.99E-06,0,4.86E-06,0.000456795,6.41E-06,0.000228248,0.000545812,-0.006510526,FALSE
Meritt protocol,1.81E-06,0,0,1.19E-05,1.34E-06,6.52E-05,7.27E-06,-0.140965985,FALSE
STAR BIT,0,0,0,0,0,0,0,0,FALSE
MulTra,1.49E-06,0,5.31E-07,0.000296067,4.84E-06,0.000369545,0.000284539,-0.003386335,FALSE
Expercoin,2.95E-07,0,0,2.91E-05,7.85E-07,0.00010869,3.08E-05,-0.009401947,FALSE
Kava,0.000367571,0,6.75E-05,0.000331536,0.000241511,0.0003152,0.00036549,-0.88168153,FALSE
Bytemine,5.18E-07,0,5.07E-09,4.78E-05,3.99E-07,0.000130428,4.24E-05,-0.009979532,FALSE
UNICO,0.003860341,0,0.002772721,0.00190297,0.013338368,0.002173795,0.002030555,-0.827965016,FALSE
Diro,1.15E-07,0,0,5.45E-05,2.42E-07,0.00010869,4.75E-05,-0.001951191,FALSE
Gratzio,9.87E-07,0,3.24E-07,0.000560213,3.54E-06,0.000445628,0.0006081,-0.001217074,FALSE
Bixtrim,0,0,0,3.14E-05,3.70E-08,9.78E-05,2.79E-05,0,FALSE
Inmediate,4.81E-07,0,1.53E-07,9.65E-05,2.79E-07,0.000184773,3.88E-05,-0.003474955,FALSE
JSEcoin,9.36E-08,0,8.15E-08,4.48E-05,1.36E-07,0.000130428,4.29E-05,-0.000622084,FALSE
MediLOT,0,0,0,0,0,0,0,0,FALSE
PCHAIN,1.46E-05,0,2.37E-05,0.000768916,3.19E-05,0.001195587,0.000818475,0.004684277,FALSE
HELIX Orange,4.30E-07,0,7.81E-08,0.0001415,4.11E-07,0.000217379,0.000145905,-0.002421549,FALSE
Shipit,6.20E-09,0,2.51E-10,7.58E-05,8.22E-09,2.17E-05,9.45E-05,-7.35E-05,FALSE
Miracle Tele,2.04E-07,0,6.19E-09,5.02E-05,1.32E-07,0.00010869,4.58E-05,-0.003676633,FALSE
Runs,0.001384461,0,0.001226594,0.008970132,0.001518648,0.0036085,0.010700042,-0.044253919,FALSE
IGNITE,0.000228033,0,0.000160254,0.001544367,0.00047103,0.001619477,0.001599141,-0.061921017,FALSE
eLYQD,2.75E-06,0,2.26E-07,0.000162594,3.18E-06,0.000249986,0.000160932,-0.014683141,FALSE
Bailsman,1.61E-09,0,1.39E-10,1.83E-05,4.11E-09,1.09E-05,2.28E-05,-7.60E-05,FALSE
Lambda,0.000226921,0,8.81E-05,0.001441882,6.56E-05,0.000804304,0.001407186,-0.101811132,FALSE
Rubius,0.001207062,0,0.001375726,0.000603895,0.002878482,0.001293408,0.000558172,-0.205902722,FALSE
Svandis,1.30E-07,0,7.80E-10,8.53E-05,2.38E-07,8.70E-05,9.62E-05,-0.001410056,FALSE
AllSporter,0,0,0,4.67E-06,0,1.09E-05,5.57E-06,0,FALSE
Playrs,2.55E-08,0,0,3.32E-05,6.16E-08,1.09E-05,3.44E-05,-0.000713157,FALSE
CoinAnalyst,7.28E-08,0,0,1.27E-05,4.93E-08,4.35E-05,7.76E-06,-0.00532195,FALSE
Spokkz,1.48E-05,0,7.71E-08,0.000230358,1.14E-05,0.00073909,0.000246003,-0.059246948,FALSE
Zantepay,1.48E-05,0,1.50E-06,0.000110512,2.76E-05,0.000119559,0.000108823,-0.114199406,FALSE
Cure Cosplay,1.13E-05,0,3.41E-06,1.81E-05,2.30E-06,5.43E-05,1.75E-05,-0.443059218,FALSE
WAB Network,4.27E-08,0,9.54E-09,3.70E-05,1.03E-07,9.78E-05,2.96E-05,-0.000885156,FALSE
Liquid8,2.39E-06,0,4.71E-07,0.000644777,2.06E-06,0.001086897,0.000645667,-0.002914321,FALSE
